instance=73,n=200,m=10,d=3,type=B1
BinType:1, cost=601
Link 2216: itemNo1=56, itemNo2=57, cost=61
Link 2217: itemNo1=56, itemNo2=68, cost=17
Link 2218: itemNo1=56, itemNo2=70, cost=64
Link 2219: itemNo1=56, itemNo2=74, cost=62
Link 2220: itemNo1=56, itemNo2=75, cost=51
Link 2221: itemNo1=56, itemNo2=81, cost=83
Link 2222: itemNo1=56, itemNo2=86, cost=12
Link 2223: itemNo1=56, itemNo2=106, cost=38
Link 2224: itemNo1=56, itemNo2=111, cost=44
Link 2225: itemNo1=56, itemNo2=112, cost=34
Link 2226: itemNo1=56, itemNo2=114, cost=56
Link 2227: itemNo1=56, itemNo2=115, cost=53
Link 2228: itemNo1=56, itemNo2=119, cost=72
Link 2229: itemNo1=56, itemNo2=125, cost=94
Link 2230: itemNo1=56, itemNo2=145, cost=83
Link 2231: itemNo1=56, itemNo2=148, cost=48
Link 2232: itemNo1=56, itemNo2=151, cost=25
Link 2233: itemNo1=56, itemNo2=156, cost=63
Link 2234: itemNo1=56, itemNo2=157, cost=80
Link 2235: itemNo1=56, itemNo2=159, cost=78
Link 2236: itemNo1=56, itemNo2=164, cost=40
Link 2237: itemNo1=56, itemNo2=166, cost=13
Link 2238: itemNo1=56, itemNo2=183, cost=12
Link 2239: itemNo1=56, itemNo2=193, cost=67
Link 2240: itemNo1=56, itemNo2=197, cost=40
Link 2241: itemNo1=57, itemNo2=1, cost=34
Link 2242: itemNo1=57, itemNo2=2, cost=52
Link 2243: itemNo1=57, itemNo2=4, cost=16
Link 2244: itemNo1=57, itemNo2=10, cost=81
Link 2245: itemNo1=57, itemNo2=12, cost=91
Link 2246: itemNo1=57, itemNo2=13, cost=94
Link 2247: itemNo1=57, itemNo2=14, cost=24
Link 2248: itemNo1=57, itemNo2=15, cost=54
Link 2249: itemNo1=57, itemNo2=17, cost=61
Link 2250: itemNo1=57, itemNo2=20, cost=60
Link 2251: itemNo1=57, itemNo2=22, cost=81
Link 2252: itemNo1=57, itemNo2=25, cost=36
Link 2253: itemNo1=57, itemNo2=26, cost=66
Link 2254: itemNo1=57, itemNo2=28, cost=38
Link 2255: itemNo1=57, itemNo2=32, cost=51
Link 2256: itemNo1=57, itemNo2=34, cost=63
Link 2257: itemNo1=57, itemNo2=36, cost=64
Link 2258: itemNo1=57, itemNo2=39, cost=22
Link 2259: itemNo1=57, itemNo2=44, cost=35
Link 2260: itemNo1=57, itemNo2=52, cost=1
Link 2261: itemNo1=57, itemNo2=55, cost=3
Link 2262: itemNo1=57, itemNo2=56, cost=46
Link 2263: itemNo1=57, itemNo2=61, cost=49
Link 2264: itemNo1=57, itemNo2=65, cost=98
Link 2265: itemNo1=57, itemNo2=68, cost=66
Link 2266: itemNo1=57, itemNo2=73, cost=68
Link 2267: itemNo1=57, itemNo2=75, cost=23
Link 2268: itemNo1=57, itemNo2=82, cost=56
Link 2269: itemNo1=57, itemNo2=83, cost=41
Link 2270: itemNo1=57, itemNo2=84, cost=20
Link 2271: itemNo1=57, itemNo2=85, cost=75
Link 2272: itemNo1=57, itemNo2=97, cost=20
Link 2273: itemNo1=57, itemNo2=104, cost=99
Link 2274: itemNo1=57, itemNo2=106, cost=64
Link 2275: itemNo1=57, itemNo2=107, cost=33
Link 2276: itemNo1=57, itemNo2=108, cost=10
Link 2277: itemNo1=57, itemNo2=118, cost=42
Link 2278: itemNo1=57, itemNo2=121, cost=31
Link 2279: itemNo1=57, itemNo2=124, cost=83
Link 2280: itemNo1=57, itemNo2=141, cost=77
Link 2281: itemNo1=57, itemNo2=144, cost=57
Link 2282: itemNo1=57, itemNo2=149, cost=7
Link 2283: itemNo1=57, itemNo2=160, cost=91
Link 2284: itemNo1=57, itemNo2=163, cost=94
Link 2285: itemNo1=57, itemNo2=174, cost=13
Link 2286: itemNo1=57, itemNo2=182, cost=23
Link 2287: itemNo1=57, itemNo2=183, cost=13
Link 2288: itemNo1=57, itemNo2=194, cost=39
Link 2289: itemNo1=57, itemNo2=197, cost=68
Link 2290: itemNo1=58, itemNo2=2, cost=5
Link 2291: itemNo1=58, itemNo2=6, cost=90
Link 2292: itemNo1=58, itemNo2=7, cost=31
Link 2293: itemNo1=58, itemNo2=9, cost=2
Link 2294: itemNo1=58, itemNo2=10, cost=37
Link 2295: itemNo1=58, itemNo2=20, cost=65
Link 2296: itemNo1=58, itemNo2=22, cost=16
Link 2297: itemNo1=58, itemNo2=27, cost=20
Link 2298: itemNo1=58, itemNo2=35, cost=44
Link 2299: itemNo1=58, itemNo2=38, cost=34
Link 2300: itemNo1=58, itemNo2=43, cost=56
Link 2301: itemNo1=58, itemNo2=46, cost=35
Link 2302: itemNo1=58, itemNo2=54, cost=82
Link 2303: itemNo1=58, itemNo2=56, cost=31
Link 2304: itemNo1=58, itemNo2=57, cost=86
Link 2305: itemNo1=58, itemNo2=66, cost=23
Link 2306: itemNo1=58, itemNo2=69, cost=19
Link 2307: itemNo1=58, itemNo2=70, cost=38
Link 2308: itemNo1=58, itemNo2=81, cost=94
Link 2309: itemNo1=58, itemNo2=94, cost=93
Link 2310: itemNo1=58, itemNo2=97, cost=86
Link 2311: itemNo1=58, itemNo2=101, cost=35
Link 2312: itemNo1=58, itemNo2=107, cost=59
Link 2313: itemNo1=58, itemNo2=112, cost=22
Link 2314: itemNo1=58, itemNo2=121, cost=64
Link 2315: itemNo1=58, itemNo2=122, cost=13
Link 2316: itemNo1=58, itemNo2=123, cost=45
Link 2317: itemNo1=58, itemNo2=139, cost=67
Link 2318: itemNo1=58, itemNo2=140, cost=24
Link 2319: itemNo1=58, itemNo2=141, cost=79
Link 2320: itemNo1=58, itemNo2=143, cost=95
Link 2321: itemNo1=58, itemNo2=152, cost=87
Link 2322: itemNo1=58, itemNo2=153, cost=94
Link 2323: itemNo1=58, itemNo2=154, cost=45
Link 2324: itemNo1=58, itemNo2=162, cost=16
Link 2325: itemNo1=58, itemNo2=164, cost=84
Link 2326: itemNo1=58, itemNo2=166, cost=36
Link 2327: itemNo1=58, itemNo2=174, cost=57
Link 2328: itemNo1=58, itemNo2=181, cost=25
Link 2329: itemNo1=58, itemNo2=192, cost=96
Link 2330: itemNo1=58, itemNo2=193, cost=97
Link 2331: itemNo1=58, itemNo2=196, cost=52
Link 2332: itemNo1=59, itemNo2=4, cost=88
Link 2333: itemNo1=59, itemNo2=10, cost=10
Link 2334: itemNo1=59, itemNo2=11, cost=63
Link 2335: itemNo1=59, itemNo2=13, cost=53
Link 2336: itemNo1=59, itemNo2=19, cost=44
Link 2337: itemNo1=59, itemNo2=24, cost=31
Link 2338: itemNo1=59, itemNo2=25, cost=90
Link 2339: itemNo1=59, itemNo2=40, cost=22
Link 2340: itemNo1=59, itemNo2=41, cost=29
Link 2341: itemNo1=59, itemNo2=46, cost=33
Link 2342: itemNo1=59, itemNo2=50, cost=34
Link 2343: itemNo1=59, itemNo2=52, cost=97
Link 2344: itemNo1=59, itemNo2=57, cost=22
Link 2345: itemNo1=59, itemNo2=60, cost=59
Link 2346: itemNo1=59, itemNo2=61, cost=56
Link 2347: itemNo1=59, itemNo2=65, cost=24
Link 2348: itemNo1=59, itemNo2=71, cost=62
Link 2349: itemNo1=59, itemNo2=74, cost=13
Link 2350: itemNo1=59, itemNo2=80, cost=63
Link 2351: itemNo1=59, itemNo2=83, cost=81
Link 2352: itemNo1=59, itemNo2=86, cost=37
Link 2353: itemNo1=59, itemNo2=90, cost=37
Link 2354: itemNo1=59, itemNo2=96, cost=4
Link 2355: itemNo1=59, itemNo2=100, cost=20
Link 2356: itemNo1=59, itemNo2=101, cost=91
Link 2357: itemNo1=59, itemNo2=110, cost=39
Link 2358: itemNo1=59, itemNo2=114, cost=97
Link 2359: itemNo1=59, itemNo2=131, cost=74
Link 2360: itemNo1=59, itemNo2=145, cost=79
Link 2361: itemNo1=59, itemNo2=153, cost=63
Link 2362: itemNo1=59, itemNo2=155, cost=74
Link 2363: itemNo1=59, itemNo2=157, cost=76
Link 2364: itemNo1=59, itemNo2=166, cost=8
Link 2365: itemNo1=59, itemNo2=169, cost=13
Link 2366: itemNo1=59, itemNo2=173, cost=29
Link 2367: itemNo1=59, itemNo2=174, cost=65
Link 2368: itemNo1=59, itemNo2=181, cost=9
Link 2369: itemNo1=59, itemNo2=187, cost=27
Link 2370: itemNo1=59, itemNo2=191, cost=1
Link 2371: itemNo1=59, itemNo2=197, cost=55
Link 2372: itemNo1=60, itemNo2=1, cost=76
Link 2373: itemNo1=60, itemNo2=4, cost=61
Link 2374: itemNo1=60, itemNo2=5, cost=45
Link 2375: itemNo1=60, itemNo2=9, cost=29
Link 2376: itemNo1=60, itemNo2=24, cost=72
Link 2377: itemNo1=60, itemNo2=31, cost=17
Link 2378: itemNo1=60, itemNo2=34, cost=63
Link 2379: itemNo1=60, itemNo2=40, cost=24
Link 2380: itemNo1=60, itemNo2=42, cost=60
Link 2381: itemNo1=60, itemNo2=52, cost=78
Link 2382: itemNo1=60, itemNo2=53, cost=38
Link 2383: itemNo1=60, itemNo2=61, cost=96
Link 2384: itemNo1=60, itemNo2=62, cost=74
Link 2385: itemNo1=60, itemNo2=67, cost=26
Link 2386: itemNo1=60, itemNo2=71, cost=92
Link 2387: itemNo1=60, itemNo2=87, cost=85
Link 2388: itemNo1=60, itemNo2=90, cost=27
Link 2389: itemNo1=60, itemNo2=92, cost=10
Link 2390: itemNo1=60, itemNo2=97, cost=98
Link 2391: itemNo1=60, itemNo2=103, cost=8
Link 2392: itemNo1=60, itemNo2=114, cost=77
Link 2393: itemNo1=60, itemNo2=115, cost=22
Link 2394: itemNo1=60, itemNo2=118, cost=45
Link 2395: itemNo1=60, itemNo2=124, cost=80
Link 2396: itemNo1=60, itemNo2=131, cost=89
Link 2397: itemNo1=60, itemNo2=141, cost=65
Link 2398: itemNo1=60, itemNo2=144, cost=53
Link 2399: itemNo1=60, itemNo2=151, cost=81
Link 2400: itemNo1=60, itemNo2=155, cost=77
Link 2401: itemNo1=60, itemNo2=161, cost=42
Link 2402: itemNo1=60, itemNo2=166, cost=20
Link 2403: itemNo1=60, itemNo2=170, cost=97
Link 2404: itemNo1=60, itemNo2=185, cost=30
Link 2405: itemNo1=60, itemNo2=188, cost=23
Link 2406: itemNo1=60, itemNo2=198, cost=81
Link 2407: itemNo1=61, itemNo2=3, cost=20
Link 2408: itemNo1=61, itemNo2=7, cost=99
Link 2409: itemNo1=61, itemNo2=15, cost=3
Link 2410: itemNo1=61, itemNo2=22, cost=1
Link 2411: itemNo1=61, itemNo2=24, cost=59
Link 2412: itemNo1=61, itemNo2=27, cost=93
Link 2413: itemNo1=61, itemNo2=31, cost=92
Link 2414: itemNo1=61, itemNo2=39, cost=51
Link 2415: itemNo1=61, itemNo2=51, cost=52
Link 2416: itemNo1=61, itemNo2=52, cost=82
Link 2417: itemNo1=61, itemNo2=57, cost=99
Link 2418: itemNo1=61, itemNo2=58, cost=33
Link 2419: itemNo1=61, itemNo2=62, cost=49
Link 2420: itemNo1=61, itemNo2=63, cost=90
Link 2421: itemNo1=61, itemNo2=68, cost=33
Link 2422: itemNo1=61, itemNo2=79, cost=40
Link 2423: itemNo1=61, itemNo2=85, cost=28
Link 2424: itemNo1=61, itemNo2=86, cost=9
Link 2425: itemNo1=61, itemNo2=88, cost=11
Link 2426: itemNo1=61, itemNo2=91, cost=95
Link 2427: itemNo1=61, itemNo2=93, cost=2
Link 2428: itemNo1=61, itemNo2=109, cost=3
Link 2429: itemNo1=61, itemNo2=110, cost=71
Link 2430: itemNo1=61, itemNo2=129, cost=40
Link 2431: itemNo1=61, itemNo2=131, cost=87
Link 2432: itemNo1=61, itemNo2=134, cost=39
Link 2433: itemNo1=61, itemNo2=142, cost=84
Link 2434: itemNo1=61, itemNo2=147, cost=28
Link 2435: itemNo1=61, itemNo2=160, cost=61
Link 2436: itemNo1=61, itemNo2=163, cost=69
Link 2437: itemNo1=61, itemNo2=168, cost=4
Link 2438: itemNo1=61, itemNo2=175, cost=72
Link 2439: itemNo1=61, itemNo2=177, cost=87
Link 2440: itemNo1=61, itemNo2=180, cost=68
Link 2441: itemNo1=61, itemNo2=181, cost=13
Link 2442: itemNo1=61, itemNo2=182, cost=36
Link 2443: itemNo1=61, itemNo2=189, cost=4
Link 2444: itemNo1=61, itemNo2=191, cost=47
Link 2445: itemNo1=61, itemNo2=193, cost=33
Link 2446: itemNo1=61, itemNo2=199, cost=43
Link 2447: itemNo1=62, itemNo2=4, cost=85
Link 2448: itemNo1=62, itemNo2=11, cost=31
Link 2449: itemNo1=62, itemNo2=16, cost=1
Link 2450: itemNo1=62, itemNo2=17, cost=74
Link 2451: itemNo1=62, itemNo2=20, cost=74
Link 2452: itemNo1=62, itemNo2=23, cost=44
Link 2453: itemNo1=62, itemNo2=26, cost=68
Link 2454: itemNo1=62, itemNo2=41, cost=16
Link 2455: itemNo1=62, itemNo2=47, cost=3
Link 2456: itemNo1=62, itemNo2=52, cost=65
Link 2457: itemNo1=62, itemNo2=56, cost=85
Link 2458: itemNo1=62, itemNo2=57, cost=79
Link 2459: itemNo1=62, itemNo2=74, cost=55
Link 2460: itemNo1=62, itemNo2=79, cost=84
Link 2461: itemNo1=62, itemNo2=81, cost=22
Link 2462: itemNo1=62, itemNo2=99, cost=9
Link 2463: itemNo1=62, itemNo2=123, cost=15
Link 2464: itemNo1=62, itemNo2=127, cost=10
Link 2465: itemNo1=62, itemNo2=129, cost=29
Link 2466: itemNo1=62, itemNo2=140, cost=70
Link 2467: itemNo1=62, itemNo2=142, cost=76
Link 2468: itemNo1=62, itemNo2=144, cost=58
Link 2469: itemNo1=62, itemNo2=146, cost=61
Link 2470: itemNo1=62, itemNo2=147, cost=24
Link 2471: itemNo1=62, itemNo2=151, cost=53
Link 2472: itemNo1=62, itemNo2=153, cost=54
Link 2473: itemNo1=62, itemNo2=182, cost=68
Link 2474: itemNo1=62, itemNo2=197, cost=88
Link 2475: itemNo1=62, itemNo2=200, cost=22
Link 2476: itemNo1=63, itemNo2=4, cost=90
Link 2477: itemNo1=63, itemNo2=15, cost=49
Link 2478: itemNo1=63, itemNo2=26, cost=28
Link 2479: itemNo1=63, itemNo2=29, cost=17
Link 2480: itemNo1=63, itemNo2=39, cost=94
Link 2481: itemNo1=63, itemNo2=40, cost=12
Link 2482: itemNo1=63, itemNo2=43, cost=46
Link 2483: itemNo1=63, itemNo2=45, cost=48
Link 2484: itemNo1=63, itemNo2=52, cost=14
Link 2485: itemNo1=63, itemNo2=56, cost=20
Link 2486: itemNo1=63, itemNo2=57, cost=14
Link 2487: itemNo1=63, itemNo2=62, cost=40
Link 2488: itemNo1=63, itemNo2=74, cost=34
Link 2489: itemNo1=63, itemNo2=75, cost=92
Link 2490: itemNo1=63, itemNo2=78, cost=28
Link 2491: itemNo1=63, itemNo2=88, cost=51
Link 2492: itemNo1=63, itemNo2=90, cost=4
Link 2493: itemNo1=63, itemNo2=95, cost=28
Link 2494: itemNo1=63, itemNo2=102, cost=55
Link 2495: itemNo1=63, itemNo2=103, cost=19
Link 2496: itemNo1=63, itemNo2=106, cost=90
Link 2497: itemNo1=63, itemNo2=107, cost=48
Link 2498: itemNo1=63, itemNo2=112, cost=54
Link 2499: itemNo1=63, itemNo2=115, cost=85
Link 2500: itemNo1=63, itemNo2=127, cost=91
Link 2501: itemNo1=63, itemNo2=129, cost=5
Link 2502: itemNo1=63, itemNo2=133, cost=66
Link 2503: itemNo1=63, itemNo2=137, cost=21
Link 2504: itemNo1=63, itemNo2=139, cost=39
Link 2505: itemNo1=63, itemNo2=142, cost=38
Link 2506: itemNo1=63, itemNo2=145, cost=16
Link 2507: itemNo1=63, itemNo2=150, cost=63
Link 2508: itemNo1=63, itemNo2=152, cost=29
Link 2509: itemNo1=63, itemNo2=153, cost=75
Link 2510: itemNo1=63, itemNo2=155, cost=53
Link 2511: itemNo1=63, itemNo2=163, cost=9
Link 2512: itemNo1=63, itemNo2=164, cost=15
Link 2513: itemNo1=63, itemNo2=168, cost=92
Link 2514: itemNo1=63, itemNo2=172, cost=7
Link 2515: itemNo1=63, itemNo2=182, cost=23
Link 2516: itemNo1=63, itemNo2=189, cost=1
Link 2517: itemNo1=64, itemNo2=7, cost=81
Link 2518: itemNo1=64, itemNo2=10, cost=36
Link 2519: itemNo1=64, itemNo2=11, cost=68
Link 2520: itemNo1=64, itemNo2=25, cost=69
Link 2521: itemNo1=64, itemNo2=37, cost=87
Link 2522: itemNo1=64, itemNo2=47, cost=11
Link 2523: itemNo1=64, itemNo2=59, cost=94
Link 2524: itemNo1=64, itemNo2=60, cost=9
Link 2525: itemNo1=64, itemNo2=63, cost=64
Link 2526: itemNo1=64, itemNo2=65, cost=15
Link 2527: itemNo1=64, itemNo2=66, cost=37
Link 2528: itemNo1=64, itemNo2=67, cost=6
Link 2529: itemNo1=64, itemNo2=73, cost=77
Link 2530: itemNo1=64, itemNo2=91, cost=17
Link 2531: itemNo1=64, itemNo2=94, cost=45
Link 2532: itemNo1=64, itemNo2=96, cost=46
Link 2533: itemNo1=64, itemNo2=101, cost=26
Link 2534: itemNo1=64, itemNo2=108, cost=1
Link 2535: itemNo1=64, itemNo2=129, cost=80
Link 2536: itemNo1=64, itemNo2=135, cost=80
Link 2537: itemNo1=64, itemNo2=141, cost=60
Link 2538: itemNo1=64, itemNo2=146, cost=55
Link 2539: itemNo1=64, itemNo2=148, cost=19
Link 2540: itemNo1=64, itemNo2=149, cost=43
Link 2541: itemNo1=64, itemNo2=156, cost=10
Link 2542: itemNo1=64, itemNo2=160, cost=86
Link 2543: itemNo1=64, itemNo2=161, cost=58
Link 2544: itemNo1=64, itemNo2=165, cost=58
Link 2545: itemNo1=64, itemNo2=167, cost=97
Link 2546: itemNo1=64, itemNo2=168, cost=44
Link 2547: itemNo1=64, itemNo2=169, cost=18
Link 2548: itemNo1=64, itemNo2=179, cost=54
Link 2549: itemNo1=64, itemNo2=180, cost=7
Link 2550: itemNo1=64, itemNo2=197, cost=43
Link 2551: itemNo1=64, itemNo2=199, cost=6
Link 2552: itemNo1=65, itemNo2=5, cost=35
Link 2553: itemNo1=65, itemNo2=7, cost=58
Link 2554: itemNo1=65, itemNo2=14, cost=90
Link 2555: itemNo1=65, itemNo2=16, cost=55
Link 2556: itemNo1=65, itemNo2=17, cost=93
Link 2557: itemNo1=65, itemNo2=24, cost=49
Link 2558: itemNo1=65, itemNo2=30, cost=38
Link 2559: itemNo1=65, itemNo2=32, cost=13
Link 2560: itemNo1=65, itemNo2=34, cost=3
Link 2561: itemNo1=65, itemNo2=37, cost=1
Link 2562: itemNo1=65, itemNo2=38, cost=36
Link 2563: itemNo1=65, itemNo2=39, cost=11
Link 2564: itemNo1=65, itemNo2=45, cost=81
Link 2565: itemNo1=65, itemNo2=46, cost=23
Link 2566: itemNo1=65, itemNo2=49, cost=50
Link 2567: itemNo1=65, itemNo2=54, cost=94
Link 2568: itemNo1=65, itemNo2=68, cost=30
Link 2569: itemNo1=65, itemNo2=74, cost=70
Link 2570: itemNo1=65, itemNo2=77, cost=24
Link 2571: itemNo1=65, itemNo2=80, cost=49
Link 2572: itemNo1=65, itemNo2=84, cost=83
Link 2573: itemNo1=65, itemNo2=93, cost=91
Link 2574: itemNo1=65, itemNo2=97, cost=18
Link 2575: itemNo1=65, itemNo2=99, cost=84
Link 2576: itemNo1=65, itemNo2=103, cost=68
Link 2577: itemNo1=65, itemNo2=112, cost=38
Link 2578: itemNo1=65, itemNo2=118, cost=14
Link 2579: itemNo1=65, itemNo2=122, cost=92
Link 2580: itemNo1=65, itemNo2=127, cost=84
Link 2581: itemNo1=65, itemNo2=134, cost=94
Link 2582: itemNo1=65, itemNo2=137, cost=74
Link 2583: itemNo1=65, itemNo2=140, cost=96
Link 2584: itemNo1=65, itemNo2=149, cost=30
Link 2585: itemNo1=65, itemNo2=154, cost=62
Link 2586: itemNo1=65, itemNo2=156, cost=4
Link 2587: itemNo1=65, itemNo2=161, cost=85
Link 2588: itemNo1=65, itemNo2=163, cost=54
Link 2589: itemNo1=65, itemNo2=164, cost=75
Link 2590: itemNo1=65, itemNo2=166, cost=25
Link 2591: itemNo1=65, itemNo2=167, cost=40
Link 2592: itemNo1=65, itemNo2=178, cost=33
Link 2593: itemNo1=65, itemNo2=179, cost=34
Link 2594: itemNo1=65, itemNo2=181, cost=28
Link 2595: itemNo1=65, itemNo2=183, cost=14
Link 2596: itemNo1=65, itemNo2=185, cost=89
Link 2597: itemNo1=65, itemNo2=196, cost=97
Link 2598: itemNo1=65, itemNo2=197, cost=32
Link 2599: itemNo1=66, itemNo2=2, cost=54
Link 2600: itemNo1=66, itemNo2=4, cost=92
Link 2601: itemNo1=66, itemNo2=9, cost=79
Link 2602: itemNo1=66, itemNo2=11, cost=64
Link 2603: itemNo1=66, itemNo2=13, cost=77
Link 2604: itemNo1=66, itemNo2=14, cost=88
Link 2605: itemNo1=66, itemNo2=16, cost=5
Link 2606: itemNo1=66, itemNo2=18, cost=37
Link 2607: itemNo1=66, itemNo2=20, cost=45
Link 2608: itemNo1=66, itemNo2=35, cost=23
Link 2609: itemNo1=66, itemNo2=40, cost=70
Link 2610: itemNo1=66, itemNo2=46, cost=34
Link 2611: itemNo1=66, itemNo2=50, cost=19
Link 2612: itemNo1=66, itemNo2=54, cost=63
Link 2613: itemNo1=66, itemNo2=56, cost=48
Link 2614: itemNo1=66, itemNo2=63, cost=70
Link 2615: itemNo1=66, itemNo2=69, cost=68
Link 2616: itemNo1=66, itemNo2=71, cost=74
Link 2617: itemNo1=66, itemNo2=80, cost=91
Link 2618: itemNo1=66, itemNo2=83, cost=45
Link 2619: itemNo1=66, itemNo2=85, cost=75
Link 2620: itemNo1=66, itemNo2=86, cost=67
Link 2621: itemNo1=66, itemNo2=88, cost=72
Link 2622: itemNo1=66, itemNo2=89, cost=27
Link 2623: itemNo1=66, itemNo2=94, cost=16
Link 2624: itemNo1=66, itemNo2=98, cost=9
Link 2625: itemNo1=66, itemNo2=112, cost=67
Link 2626: itemNo1=66, itemNo2=113, cost=99
Link 2627: itemNo1=66, itemNo2=120, cost=84
Link 2628: itemNo1=66, itemNo2=124, cost=66
Link 2629: itemNo1=66, itemNo2=128, cost=57
Link 2630: itemNo1=66, itemNo2=132, cost=16
Link 2631: itemNo1=66, itemNo2=136, cost=87
Link 2632: itemNo1=66, itemNo2=137, cost=19
Link 2633: itemNo1=66, itemNo2=146, cost=70
Link 2634: itemNo1=66, itemNo2=149, cost=12
Link 2635: itemNo1=66, itemNo2=152, cost=33
Link 2636: itemNo1=66, itemNo2=155, cost=19
Link 2637: itemNo1=66, itemNo2=157, cost=57
Link 2638: itemNo1=66, itemNo2=172, cost=19
Link 2639: itemNo1=66, itemNo2=174, cost=91
Link 2640: itemNo1=66, itemNo2=175, cost=54
Link 2641: itemNo1=66, itemNo2=177, cost=94
Link 2642: itemNo1=66, itemNo2=178, cost=3
Link 2643: itemNo1=66, itemNo2=179, cost=84
Link 2644: itemNo1=66, itemNo2=182, cost=85
Link 2645: itemNo1=66, itemNo2=187, cost=55
Link 2646: itemNo1=66, itemNo2=190, cost=61
Link 2647: itemNo1=66, itemNo2=196, cost=90
Link 2648: itemNo1=66, itemNo2=197, cost=79
Link 2649: itemNo1=67, itemNo2=3, cost=4
Link 2650: itemNo1=67, itemNo2=7, cost=45
Link 2651: itemNo1=67, itemNo2=12, cost=93
Link 2652: itemNo1=67, itemNo2=19, cost=7
Link 2653: itemNo1=67, itemNo2=20, cost=27
Link 2654: itemNo1=67, itemNo2=23, cost=15
Link 2655: itemNo1=67, itemNo2=43, cost=33
Link 2656: itemNo1=67, itemNo2=57, cost=22
Link 2657: itemNo1=67, itemNo2=69, cost=85
Link 2658: itemNo1=67, itemNo2=80, cost=45
Link 2659: itemNo1=67, itemNo2=87, cost=74
Link 2660: itemNo1=67, itemNo2=94, cost=49
Link 2661: itemNo1=67, itemNo2=96, cost=54
Link 2662: itemNo1=67, itemNo2=101, cost=78
Link 2663: itemNo1=67, itemNo2=105, cost=85
Link 2664: itemNo1=67, itemNo2=119, cost=61
Link 2665: itemNo1=67, itemNo2=127, cost=8
Link 2666: itemNo1=67, itemNo2=128, cost=96
Link 2667: itemNo1=67, itemNo2=138, cost=33
Link 2668: itemNo1=67, itemNo2=141, cost=80
Link 2669: itemNo1=67, itemNo2=142, cost=6
Link 2670: itemNo1=67, itemNo2=145, cost=43
Link 2671: itemNo1=67, itemNo2=151, cost=72
Link 2672: itemNo1=67, itemNo2=160, cost=78
Link 2673: itemNo1=67, itemNo2=162, cost=54
Link 2674: itemNo1=67, itemNo2=168, cost=84
Link 2675: itemNo1=67, itemNo2=173, cost=16
Link 2676: itemNo1=67, itemNo2=174, cost=26
Link 2677: itemNo1=67, itemNo2=177, cost=70
Link 2678: itemNo1=67, itemNo2=178, cost=26
Link 2679: itemNo1=67, itemNo2=192, cost=96
Link 2680: itemNo1=67, itemNo2=193, cost=36
Link 2681: itemNo1=67, itemNo2=194, cost=27
Link 2682: itemNo1=67, itemNo2=197, cost=28
Link 2683: itemNo1=68, itemNo2=2, cost=35
Link 2684: itemNo1=68, itemNo2=19, cost=17
Link 2685: itemNo1=68, itemNo2=21, cost=74
Link 2686: itemNo1=68, itemNo2=46, cost=52
Link 2687: itemNo1=68, itemNo2=51, cost=53
Link 2688: itemNo1=68, itemNo2=53, cost=85
Link 2689: itemNo1=68, itemNo2=54, cost=4
Link 2690: itemNo1=68, itemNo2=67, cost=50
Link 2691: itemNo1=68, itemNo2=75, cost=15
Link 2692: itemNo1=68, itemNo2=77, cost=45
Link 2693: itemNo1=68, itemNo2=81, cost=67
Link 2694: itemNo1=68, itemNo2=82, cost=39
Link 2695: itemNo1=68, itemNo2=85, cost=24
Link 2696: itemNo1=68, itemNo2=86, cost=60
Link 2697: itemNo1=68, itemNo2=89, cost=67
Link 2698: itemNo1=68, itemNo2=104, cost=45
Link 2699: itemNo1=68, itemNo2=105, cost=91
Link 2700: itemNo1=68, itemNo2=108, cost=72
Link 2701: itemNo1=68, itemNo2=117, cost=92
Link 2702: itemNo1=68, itemNo2=121, cost=37
Link 2703: itemNo1=68, itemNo2=133, cost=19
Link 2704: itemNo1=68, itemNo2=141, cost=56
Link 2705: itemNo1=68, itemNo2=142, cost=27
Link 2706: itemNo1=68, itemNo2=148, cost=52
Link 2707: itemNo1=68, itemNo2=153, cost=99
Link 2708: itemNo1=68, itemNo2=154, cost=80
Link 2709: itemNo1=68, itemNo2=163, cost=28
Link 2710: itemNo1=68, itemNo2=164, cost=59
Link 2711: itemNo1=68, itemNo2=169, cost=13
Link 2712: itemNo1=68, itemNo2=183, cost=96
Link 2713: itemNo1=68, itemNo2=188, cost=48
Link 2714: itemNo1=69, itemNo2=18, cost=85
Link 2715: itemNo1=69, itemNo2=22, cost=19
Link 2716: itemNo1=69, itemNo2=30, cost=11
Link 2717: itemNo1=69, itemNo2=32, cost=50
Link 2718: itemNo1=69, itemNo2=37, cost=21
Link 2719: itemNo1=69, itemNo2=39, cost=85
Link 2720: itemNo1=69, itemNo2=40, cost=36
Link 2721: itemNo1=69, itemNo2=47, cost=35
Link 2722: itemNo1=69, itemNo2=48, cost=35
Link 2723: itemNo1=69, itemNo2=50, cost=39
Link 2724: itemNo1=69, itemNo2=62, cost=10
Link 2725: itemNo1=69, itemNo2=71, cost=68
Link 2726: itemNo1=69, itemNo2=82, cost=38
Link 2727: itemNo1=69, itemNo2=88, cost=18
Link 2728: itemNo1=69, itemNo2=94, cost=81
Link 2729: itemNo1=69, itemNo2=123, cost=75
Link 2730: itemNo1=69, itemNo2=128, cost=6
Link 2731: itemNo1=69, itemNo2=132, cost=63
Link 2732: itemNo1=69, itemNo2=140, cost=49
